Transaction ID,Transaction Date,Transaction TypeID,Transaction Amount,New Balance,Employee ID,Account ID,Customer ID,Login ID
4253,28/07/2015,12,531190,2728464655,26831,8.45577E+11,318,41787997
4254,17/07/2019,8,609749,575053105,89663,1.23816E+11,2309,86714803
4255,20/10/2015,7,289748,701623264,47527,5.58713E+11,4766,98218290
4256,28/05/2019,5,68704,1267211635,32197,1.88674E+11,1154,6717466
4257,31/03/2015,11,334486,4241642983,57616,3.75874E+11,4713,39838746
4258,28/07/2019,13,504210,4332047829,49082,5.96675E+11,5199,43447234
4259,24/12/2015,6,912522,3285915506,77647,25224010811,5049,17527939
4260,31/08/2015,2,500773,20673641,90609,8.01722E+11,121,30674157
4261,19/08/2016,3,41654,766064482,18603,3.70655E+11,3916,29434363
4262,11/02/2018,4,748052,4087591695,77481,8.5737E+11,4511,61660815
4263,22/07/2018,7,697685,1791603433,93383,5.40605E+11,996,91216879
4264,11/01/2015,10,288234,4422230357,20440,8.69186E+11,504,96547105
4265,24/06/2018,7,39458,1338370487,86464,1.51962E+11,2009,22461419
4266,23/08/2015,8,150383,2683259911,49318,5.98782E+11,3031,85724446
4267,04/06/2015,5,132963,249967070,55214,8.94647E+11,1866,58672141
4268,17/06/2015,2,339265,2137268759,73549,6.4593E+11,4403,8923949
4269,29/11/2019,7,330475,2347678766,37836,9.84651E+11,3486,23961606
4270,24/04/2018,6,86142,4460691014,74669,8.75951E+11,3029,12420530
4271,10/03/2019,5,561266,494022281,30158,9.13832E+11,2577,14088944
4272,05/06/2020,13,468076,3976724929,79257,1.11843E+11,2022,91610976
4273,27/07/2019,14,382673,3856775014,64178,6.04282E+11,2530,62417223
4274,17/08/2018,11,525421,4179715042,64061,41872578930,4058,74776687
4275,04/11/2019,1,835292,1000881104,60156,2.99752E+11,5189,78172609
4276,29/10/2018,9,938969,2914671700,80597,7.74099E+11,259,80619096
4277,09/04/2018,7,707971,3795956112,20246,1.77703E+11,135,76029485
4278,21/03/2016,14,917733,3113819132,28887,5.37022E+11,1895,37472499
4279,18/12/2016,5,241473,4192431454,85122,9.25564E+11,2830,85655429
4280,11/10/2017,4,405515,2583771682,91967,4.34386E+11,4172,9167461
4281,26/08/2017,6,484685,3206112659,98893,83840004699,422,45454983
4282,11/07/2017,7,663680,2474031945,60853,8.14419E+11,2813,62380549
4283,12/10/2019,3,407668,4949753233,90881,6.06129E+11,519,23355896
4284,24/02/2020,1,215534,4162821875,41124,6.11152E+11,4867,9793142
4285,25/05/2017,7,893955,3810679819,90719,2.09266E+11,1637,75582787
4286,18/02/2017,4,690113,1804878300,92084,5.93353E+11,1852,76113736
4287,22/05/2020,5,197300,2371238484,33807,7.5391E+11,1182,94560709
4288,02/02/2016,1,253667,640801284,83983,6.684E+11,2931,45461414
4289,12/11/2016,11,423810,4992482304,97163,5.08218E+11,5674,74053331
4290,17/01/2018,10,50091,1424650134,50479,3.39583E+11,1803,2071827
4291,03/10/2018,9,664986,1889003664,17940,9.12512E+11,451,21125042
4292,24/05/2015,14,860439,2620831260,45134,2.80724E+11,1899,24074547
4293,16/05/2019,6,157971,3706676093,30781,3.53769E+11,810,71996817
4294,15/07/2020,2,845848,2686192357,50866,7.60701E+11,4354,69471106
4295,17/07/2019,9,639390,4339399973,58035,7.39613E+11,3603,90643427
4296,28/04/2019,6,849002,4677899127,10449,3.95191E+11,1569,63523455
4297,16/07/2016,13,576448,4205515302,80586,4.28958E+11,2252,85793571
4298,25/01/2019,8,883749,1215395553,15542,4.38732E+11,500,11709345
4299,02/08/2016,3,601208,1500674971,42098,3.78411E+11,1585,27499895
4300,21/04/2015,7,112251,4249519372,91526,2.69147E+11,5937,13803455
4301,30/12/2017,10,273537,4589920077,84941,9.26229E+11,2259,81036195
4302,12/10/2017,9,390245,2534945327,58077,1.62839E+11,1804,30455049
4303,26/02/2018,1,913864,109573488,78432,9.63237E+11,154,90971865
4304,24/10/2015,10,99236,941318643,11313,1.72674E+11,4980,38633659
4305,07/06/2020,8,890054,3581228646,51234,4.40424E+11,1303,15454548
4306,09/04/2019,8,379066,1165309102,46429,2.22453E+11,2708,64803069
4307,30/10/2019,14,389098,2604657415,80345,70874669882,3811,4524003
4308,08/06/2019,3,26211,4173234028,98219,3.75278E+11,536,2194043
4309,11/08/2018,1,849197,1275476460,18069,7.59248E+11,357,44060462
4310,17/02/2020,9,375949,3612728786,78634,5.2103E+11,977,71500075
4311,14/04/2019,10,719138,2995103134,33383,8.05033E+11,3756,53841064
4312,29/11/2017,5,942346,2185486749,55568,2.38336E+11,4036,38858205
4313,27/02/2020,4,415873,2445756318,25022,6.42101E+11,5718,89843961
4314,04/11/2019,2,967705,3565348759,50560,2.57369E+11,2716,57577879
4315,22/05/2016,6,418914,1742797578,25315,7.93477E+11,4242,49872702
4316,28/10/2019,2,655928,4625381880,88197,2.05217E+11,2581,83145154
4317,25/03/2016,13,815329,719538833,41172,2.39364E+11,4751,36411055
4318,07/01/2015,5,880995,2835547194,90130,9.23344E+11,3613,55668125
4319,12/11/2020,6,957972,3988588864,66974,1.96227E+11,1825,10542793
4320,26/06/2018,8,459778,457086885,46002,26370621643,3177,69963408
4321,16/12/2018,9,365214,4394775313,25506,9.30975E+11,127,67630156
4322,05/07/2019,3,477526,793710448,16860,4.97E+11,5509,14706703
4323,14/02/2018,13,84536,1166912978,39825,9.63162E+11,2455,55207198
4324,05/08/2020,9,242574,1754157173,39907,8.67972E+11,3821,94285225
4325,18/12/2016,8,923417,4232118297,50110,8.32286E+11,1680,65533481
4326,20/07/2016,7,707483,1299452313,85026,40807367656,682,30394091
4327,09/09/2018,9,592588,4805518522,75376,9.28145E+11,1330,55777976
4328,16/09/2019,3,867389,1082162462,90723,7.8382E+11,1766,3086071
4329,17/06/2015,4,824035,1970667848,11094,9.51362E+11,545,26840801
4330,30/07/2019,6,907839,2871176914,25236,2.59127E+11,4608,26402493
4331,05/03/2015,7,429582,1861755759,19169,7.32519E+11,822,1359350
4332,26/07/2019,10,895571,2719483951,97407,45680420752,2345,70244150
4333,08/04/2018,2,462053,3599542210,44401,4.1129E+11,4178,34610607
4334,07/06/2018,7,546466,4864686294,23904,6.43892E+11,1594,91224313
4335,17/05/2020,13,418901,3700153853,57220,3.6883E+11,1347,31070682
4336,23/04/2016,13,871013,865910992,10565,5.8945E+11,5707,2951413
4337,16/04/2019,5,941765,2693223663,78891,8.63123E+11,529,60800930
4338,24/02/2015,9,517613,4623936253,99822,3.69085E+11,2316,74219043
4339,29/03/2020,14,360862,3255746645,27289,4.9785E+11,4722,54786970
4340,17/09/2016,2,39001,1522461582,85539,2.79196E+11,276,19210252
4341,05/08/2020,11,884385,3419415352,63221,8.30119E+11,5213,57497030
4342,15/03/2020,2,310134,3296361090,19533,6.47247E+11,958,32496480
4343,09/01/2019,6,294265,2477070663,95527,1.67419E+11,620,82181534
4344,29/03/2018,11,290851,2982823832,40325,4.91277E+11,5460,87469072
4345,14/09/2020,4,283371,210741510,21804,5.93661E+11,4679,88953534
4346,01/11/2018,9,825120,3601079765,98833,7.99411E+11,3638,43386419
4347,30/01/2016,14,678779,785620583,72252,9.68562E+11,1903,15660004
4348,18/08/2019,5,325475,4366477633,65331,1.82308E+11,1152,29519017
4349,13/03/2019,7,46306,3246673457,41510,5.31792E+11,4146,59043386
4350,04/09/2019,12,411290,1484328042,24616,4.5757E+11,1131,48383006
4351,16/07/2020,12,73018,1753016946,53557,1.77368E+11,4321,63347189
4352,17/07/2017,5,541297,238066373,37596,6.54925E+11,5673,33128429
4353,27/06/2016,6,853179,1691437983,71168,4.93703E+11,5238,76764835
4354,02/11/2016,2,76157,4942787037,44663,6.99522E+11,4247,83277935
4355,08/12/2018,11,510374,1915267698,73828,3.62898E+11,3203,93444108
4356,11/03/2020,5,948940,3360322916,39358,27069850769,5780,63581296
4357,21/02/2015,13,384928,1861230450,55542,6.45724E+11,4753,27691577
4358,13/04/2015,9,619131,2407275393,33834,4.68552E+11,3836,97983788
4359,14/09/2016,5,772804,3988213129,20754,2.35548E+11,2443,15912503
4360,07/08/2017,4,396496,85403434,28655,2.08824E+11,4547,96608436
4361,19/04/2019,9,868450,1621399884,86565,6.99522E+11,4247,83277935
4362,27/06/2019,9,907073,3759287013,81359,1.40402E+11,2034,55424116
4363,06/08/2015,7,991188,1872684781,13275,4.95058E+11,4077,6663680
4364,23/12/2015,1,416997,2240930989,32018,8.79642E+11,787,3748942
4365,05/07/2015,10,14241,2271915884,54706,4.72618E+11,2946,35811320
4366,25/02/2017,12,42952,3526614866,40522,5.31842E+11,5276,17466852
4367,07/09/2016,10,893537,3127470763,16141,5.6079E+11,5972,84808286
4368,18/11/2017,3,864751,4503733684,31369,7.75499E+11,3610,51306994
4369,01/09/2017,12,802515,3670615889,64430,2.99515E+11,3812,5755509
4370,01/04/2020,10,583677,383479170,31636,2.64553E+11,2921,49545315
4371,18/10/2018,7,575725,4785362156,11089,6.68565E+11,5840,44116617
4372,15/03/2017,4,758687,1782635983,56078,2.38246E+11,2367,99865105
4373,07/10/2020,13,272467,2764441991,34741,75137279632,2188,22202914
4374,14/11/2016,2,474785,4616887857,84066,6.18415E+11,1340,80582577
4375,01/04/2015,4,674577,297326668,34347,9.60889E+11,1284,52863276
4376,03/03/2019,5,403968,1339947352,84891,5.74641E+11,2054,37506969
4377,08/05/2016,11,878090,973072104,89550,1.31643E+11,5017,68275998
4378,26/09/2016,11,8607,2309687315,86382,5.97883E+11,1108,17970991
4379,26/06/2015,9,767660,1256098286,96719,4.23667E+11,1961,5207956
4380,17/10/2015,12,769762,537948606,17704,4.5542E+11,5936,38965931
4381,07/08/2020,4,659347,4503584379,27482,9.03245E+11,3984,19061235
4382,04/07/2020,14,447184,889365323,26375,2.87293E+11,2402,64338537
4383,21/10/2016,1,885471,2502331671,87855,6.14104E+11,844,40682145
4384,22/09/2018,3,144574,1398675762,72261,7.20149E+11,1030,41382102
4385,03/02/2019,9,381841,217601092,47404,1.32052E+11,177,72176150
4386,11/01/2018,8,350320,4499337872,49302,1.32248E+11,2041,898926
4387,26/07/2019,13,199546,4534439158,92241,8.47707E+11,1925,79409626
4388,16/02/2015,4,655621,3125508494,60176,3.32452E+11,5881,67926435
4389,15/06/2017,12,660385,1701927976,26480,7.34482E+11,1146,54661869
4390,23/06/2019,11,787191,2414083499,67226,7.4171E+11,5538,97564432
4391,04/01/2016,4,988428,3203277427,73375,8.08559E+11,1455,87907338
4392,09/08/2017,5,971999,3695887447,54021,7.96017E+11,1433,28055764
4393,24/02/2020,11,478634,3017161071,16110,6.95597E+11,4580,54993296
4394,15/09/2015,10,625030,1792411087,17795,9.76481E+11,5871,27213815
4395,27/04/2019,9,201957,4001374226,32342,53467445449,4345,45530138
4396,15/02/2017,4,695011,3621535493,80556,7.34395E+11,1490,75649132
4397,01/05/2016,9,592850,234418268,49596,8.80703E+11,5043,54524482
4398,08/07/2019,10,585791,814866270,70095,1.4142E+11,4782,15369227
4399,27/11/2015,13,450277,2670199338,28538,3.89241E+11,3802,67225398
4400,06/12/2019,8,420308,4546270585,23929,3.97397E+11,4305,19726914
4401,10/08/2020,7,832930,4225187389,27854,2.94355E+11,5862,89225493
4402,18/01/2019,8,525756,2611384071,85166,7.62137E+11,5005,23085699
4403,09/04/2015,5,284291,3240725599,59013,6.10379E+11,3879,49513218
4404,28/09/2016,3,756342,4602476072,12356,6.92344E+11,4464,32316566
4405,09/03/2017,9,749337,3095022368,87831,9.56126E+11,4734,68893298
4406,02/11/2020,7,988978,735597545,36260,3.29164E+11,5560,53868566
4407,28/11/2020,11,904656,916705572,23503,6.8676E+11,5484,95429499
4408,15/11/2015,6,808223,3760636266,19243,3.39583E+11,1803,2071827
4409,28/12/2016,1,93883,4151516143,97081,9.09493E+11,1055,46853772
4410,10/02/2018,7,253516,4492512371,37065,6.23354E+11,2232,99521259
4411,19/03/2016,3,362841,3120972618,43863,1.28618E+11,5578,26038542
4412,16/03/2019,10,44966,989085141,42781,7.26493E+11,3100,33087229
4413,25/02/2019,8,239553,51503233,23093,2.5263E+11,1952,43491903
4414,01/01/2020,4,198753,2536114528,25435,9.54121E+11,5729,41382197
4415,06/11/2017,6,341623,4187745547,62158,1.14673E+11,2242,1757651
4416,04/07/2017,13,393111,3143799695,31795,9.44722E+11,3149,89519514
4417,23/11/2016,8,388790,2637171910,35199,87179866512,3497,52517704
4418,12/02/2017,2,777052,1907194896,75960,6.36135E+11,2284,77170970
4419,17/02/2015,13,173321,960970260,15103,3.51265E+11,2294,1090326
4420,26/06/2015,9,981947,2016130156,71898,3.5463E+11,3693,50786083
4421,03/05/2015,10,130023,1762484670,75211,2593712161,2328,43139537
4422,10/07/2015,12,254740,4786997209,81709,9.36294E+11,1377,70735980
4423,03/01/2018,9,3105,614374346,13581,6.68839E+11,5807,5480703
4424,24/04/2020,11,631730,4694543226,29081,1.48978E+11,1482,41829237
4425,02/07/2017,12,488819,1310036755,66289,5.98569E+11,2758,63978439
4426,10/11/2015,2,612156,425462754,90308,7.97676E+11,5456,52527319
4427,12/11/2016,11,317776,1265273376,92990,4.63865E+11,2312,42442107
4428,19/11/2015,8,459727,1582020547,85224,3.62898E+11,3203,93444108
4429,26/01/2020,14,295133,226332933,34428,8.61064E+11,5442,98583936
4430,06/04/2020,10,870156,2007306232,65088,5.9894E+11,3391,35557785
4431,14/09/2020,7,662321,537179923,89648,1.01305E+11,2031,76792657
4432,01/11/2018,5,720880,2434204925,68629,1.06079E+11,3996,49516019
4433,27/02/2018,13,930014,4532611426,92934,7.91162E+11,4030,86891428
4434,15/10/2017,13,690462,3826636435,21119,5.15049E+11,3339,29258244
4435,18/10/2020,8,851592,123720465,43770,6.64645E+11,4565,75050436
4436,07/09/2017,3,491991,3001400151,18695,3.83504E+11,1500,31752244
4437,29/02/2016,3,166892,3719443974,29369,8.48727E+11,5768,9825864
4438,14/01/2017,6,457835,482197490,12494,7.75682E+11,3476,48569948
4439,27/01/2015,5,657265,3602015463,93474,2.02409E+11,5115,92563929
4440,25/05/2017,10,69923,3787226296,32919,3.77655E+11,5960,26996039
4441,30/10/2019,12,360921,3154992805,14864,3.86861E+11,1505,16670424
4442,21/09/2015,7,566064,4110717189,10807,90519927534,403,79416475
4443,02/11/2018,12,897212,4135216024,30082,8.59012E+11,3647,20817287
4444,28/07/2016,8,450293,3331377036,26329,7.48452E+11,2793,66190139
4445,04/08/2015,9,987498,2123888318,62997,1.28074E+11,1130,48436340
4446,26/02/2020,6,31422,1728906941,62101,3.49127E+11,2791,82265723
4447,15/06/2020,6,733477,4947978231,81598,5.29984E+11,4955,57805908
4448,03/12/2019,6,667951,4399907019,52839,2.57369E+11,2716,57577879
4449,09/04/2016,11,85055,4557421266,19451,11679405867,360,48489699
4450,21/05/2017,6,519835,1454771974,82474,1.94718E+11,2116,27180025
4451,13/09/2015,6,462084,3705426639,46643,1.43225E+11,516,97578159
4452,08/04/2017,5,451061,3261716395,56517,5.29984E+11,4955,57805908
4453,14/09/2015,5,387140,4052623012,33562,52583165294,3762,61212790
4454,28/04/2016,14,402509,474224065,39654,6.93209E+11,1635,99618757
4455,10/03/2019,6,154904,748475505,31663,1.70071E+11,5393,48925268
4456,12/12/2015,4,846712,3261746600,87664,9.96831E+11,3682,12504591
4457,15/06/2016,3,954051,1569556776,77186,3.98839E+11,2693,99110664
4458,19/03/2020,2,994939,3917995701,74742,9.7485E+11,5121,57758690
4459,03/10/2015,5,466886,682086171,57163,6.71416E+11,2387,33895373
4460,30/04/2017,9,838586,751011074,25889,2.89074E+11,2633,65389827
4461,28/03/2020,7,511551,468372610,21050,9.46872E+11,1508,79632666
4462,28/12/2017,2,164828,302379360,47332,6.05525E+11,676,39545381
4463,27/03/2019,9,235248,1665525566,81088,4.11361E+11,1793,10462140
4464,06/12/2020,7,797159,2430468201,90674,4.24959E+11,2989,64184681
4465,28/11/2019,2,75450,1140951638,96082,2.81753E+11,447,64860553
4466,09/01/2018,7,479847,3712900333,81397,1.52219E+11,5614,81111748
4467,17/04/2016,12,662549,1443442509,19937,1.73145E+11,123,42306542
4468,21/05/2016,11,13662,4544944180,10788,7.32085E+11,5635,69913212
4469,29/08/2018,2,478212,935496812,21591,1.98058E+11,5369,92455477
4470,26/03/2018,5,660162,384665963,71534,66386292416,1897,84770395
4471,04/05/2020,13,232673,3241663770,22135,1.32248E+11,2041,898926
4472,09/05/2017,9,792868,1400987735,38254,7.25513E+11,3999,63692943
4473,13/08/2020,7,352583,3168746115,70840,25714468863,1342,31517947
4474,28/05/2015,2,341097,4499571112,35020,1.59995E+11,2179,9749102
4475,16/12/2017,7,90588,4523709066,77844,5.61463E+11,5708,12136846
4476,03/03/2020,13,692687,2645124580,79720,4.69893E+11,3324,88028552
4477,14/11/2016,1,336762,1584094260,65818,7.09288E+11,5362,29748632
4478,11/12/2015,8,179055,2848726598,87870,8538015019,1105,80239967
4479,20/03/2015,10,476567,3092120746,69599,8.75395E+11,1288,81532122
4480,07/04/2020,14,573577,3400843756,66340,2.31947E+11,4096,29735798
4481,14/12/2016,14,262276,4052874742,68301,1.22878E+11,2180,41908579
4482,12/07/2018,13,314609,4459677954,66545,5.60017E+11,4945,58387545
4483,04/07/2020,4,625663,1133982986,94236,6.90528E+11,903,31516914
4484,28/03/2019,1,608245,254013039,61595,2.54067E+11,1588,98831830
4485,23/12/2018,8,394713,3165900952,37760,2.76606E+11,3698,22575351
4486,03/08/2017,2,499426,4351600581,71614,6.39803E+11,2593,76542935
4487,11/10/2018,2,319014,3364122014,53045,4.60298E+11,3042,29360995
4488,25/11/2017,9,79679,761935133,24845,4.64712E+11,655,30648229
4489,22/02/2020,11,254401,1342008946,17769,1.33602E+11,1531,88974533
4490,05/07/2018,3,57805,3948071294,97522,21318575567,3664,19888728
4491,13/08/2020,12,456360,3588144141,73887,9.63996E+11,5970,5561478
4492,10/08/2016,12,778969,583823185,28805,2.88336E+11,1735,52797045
4493,20/12/2020,13,216517,2561757680,46801,5.37836E+11,3161,61867335
4494,08/12/2020,9,221223,3719136741,48904,3.54224E+11,3965,68635541
4495,08/09/2019,12,444642,3187824086,50306,4.63244E+11,2576,71009458
4496,26/10/2016,6,781703,802567257,59311,2.39049E+11,2186,26831267
4497,29/04/2020,14,110005,2963457677,85674,3.29164E+11,5560,53868566
4498,28/03/2016,14,936271,4040519743,27925,6.2035E+11,1385,66143326
4499,23/04/2016,1,625398,3773580001,99645,1.73019E+11,2423,70918705
4500,07/11/2017,9,817254,4352792994,54180,3.33895E+11,3025,43883039
4501,13/12/2015,4,529391,1870006752,73542,7.37042E+11,2231,12316510
4502,22/09/2018,2,735235,2833059755,65808,1.89495E+11,5421,13495416
4503,05/07/2016,13,217021,1392903328,41895,2.31965E+11,802,68034906
4504,02/04/2020,5,125648,472616402,38877,98787781926,4017,97395920
4505,04/08/2020,10,299802,2573291182,11413,9.27734E+11,631,6719332
4506,27/12/2016,5,699947,2954292338,25625,4.2759E+11,3484,73710984
4507,18/02/2018,14,73490,118196138,48817,9.94103E+11,5722,95965724
4508,12/09/2017,14,539180,3184669130,32216,2.86253E+11,5504,91413652
4509,19/10/2016,6,822811,662729891,21820,4.02675E+11,2621,17883176
4510,07/08/2020,2,417001,2716790633,46744,9.60627E+11,3552,84546729
4511,01/06/2019,13,91180,1905227190,34929,6.23716E+11,2485,30442978
4512,29/06/2015,10,657091,4877481705,36569,5.58122E+11,1920,85470556
4513,27/07/2015,5,679210,312269197,16438,8.45576E+11,3993,21342206
4514,08/03/2016,2,649230,4149262344,26655,49510440674,110,34618527
4515,20/02/2020,10,60892,1540012612,80648,1.54944E+11,527,70117724
4516,06/05/2015,10,14300,3699598432,39335,8.64101E+11,3500,45284798
4517,03/03/2020,1,579214,4493734893,64463,3.02897E+11,2335,28672976
4518,07/07/2019,11,530392,4332187003,12433,4.80957E+11,3745,53855809
4519,03/06/2019,14,925632,1179576943,25556,1.29362E+11,5072,80023323
4520,23/09/2019,9,677743,2241498135,21075,71637119071,2889,84956750
4521,25/05/2017,8,817527,2847350400,78077,7.09863E+11,3876,67610820
4522,06/12/2015,9,76874,4945465513,46650,50588334923,868,69502173
4523,05/10/2018,1,572472,4791313761,24407,9.45841E+11,2431,12606124
4524,16/04/2018,8,466970,1832192271,13796,8.35341E+11,2298,80331112
4525,11/08/2019,1,379874,2850207557,72399,3.78848E+11,107,65594207
4526,05/05/2019,13,561268,2056510910,89000,94339093306,3511,85866091
4527,29/06/2019,4,283472,3914944039,90748,2.3857E+11,2156,12390104
4528,24/02/2015,6,269463,1835097632,84104,4.92743E+11,4064,95825170
4529,17/04/2017,5,455786,3089161060,43531,7.55404E+11,5761,2877136
4530,10/08/2020,7,90819,3255171481,10167,7.65103E+11,4581,70050553
4531,01/06/2018,3,398283,3734248490,67533,7.08759E+11,3491,35723537
4532,13/04/2016,1,468592,4967006042,70457,7.62452E+11,5200,65780528
4533,15/11/2017,5,167993,2988200949,26174,7.49424E+11,1622,50739999
4534,25/11/2015,12,56920,2382804356,26151,3.36733E+11,1302,95267016
4535,16/12/2017,7,934025,218061517,54300,47093001439,4907,497810
4536,18/12/2019,9,965194,3292936776,43990,7.87146E+11,2488,65986738
4537,16/03/2016,1,135009,4099290843,15959,9.99119E+11,2619,20877375
4538,19/08/2018,12,336336,1213130510,27966,9.02503E+11,344,41293427
4539,04/06/2016,4,109064,3051336003,68089,2.74128E+11,2557,49073598
4540,22/12/2019,2,859026,2593849417,19810,1.65682E+11,1775,96742737
4541,07/06/2015,5,321489,2657902949,15357,3.74533E+11,4003,25911134
4542,19/08/2018,14,136324,4809927828,21344,3.27649E+11,5963,80180095
4543,21/03/2019,11,97704,4317318954,82580,2.636E+11,1217,91734164
4544,22/02/2016,13,256370,2098418068,47412,8.88602E+11,5828,68652253
4545,19/07/2018,7,994049,1599799353,26495,9.00568E+11,4190,37518244
4546,27/02/2019,12,989199,1673766872,65551,5.19319E+11,5295,21819086
4547,14/01/2016,14,276476,4939958414,87290,8.15071E+11,949,50723595
4548,18/09/2020,2,983211,2781741135,36523,8.28291E+11,2978,65988804
4549,31/05/2016,2,244915,490816998,55625,5.19432E+11,530,6966139
4550,06/04/2016,9,553666,861148875,85371,2837345696,3893,60486955
4551,02/06/2019,12,281126,1046495690,81986,6.17593E+11,911,43496271
4552,11/08/2018,6,536515,3836483618,37282,2.91309E+11,2441,79973304
4553,23/02/2019,13,909934,3770294165,45441,1.30024E+11,430,98243000
4554,23/05/2017,5,806105,4490429443,89692,6.9205E+11,4472,64847698
4555,02/01/2020,10,532365,65973055,55108,3.3601E+11,2288,63806902
4556,21/02/2018,11,358790,2151711089,10986,3.58516E+11,1706,35315774
4557,12/06/2019,6,892509,2978143134,63407,9.27637E+11,1885,47671218
4558,23/05/2016,7,920248,1461731933,38564,9.54753E+11,5551,43611471
4559,29/09/2018,2,155993,717687562,29789,7.12517E+11,647,88569996
4560,16/04/2020,12,133709,1394965273,78092,5.93353E+11,1852,76113736
4561,15/03/2018,14,967075,2455270671,18510,7.9167E+11,573,51423293
4562,01/03/2016,7,957037,1013122160,26060,9.98593E+11,5313,39296132
4563,02/12/2020,9,825232,517315424,29949,4.63352E+11,466,63066193
4564,07/06/2016,11,417141,2968945395,98501,2.56892E+11,2076,58000276
4565,24/01/2019,1,115501,636516129,63007,6.73712E+11,4569,2914394
4566,12/07/2015,1,643480,4464153220,86631,3.47914E+11,713,85168546
4567,25/09/2020,3,497099,498466718,21334,8.45735E+11,2068,30453580
4568,29/07/2017,12,284815,2302174649,85624,4.7127E+11,2201,7044117
4569,26/05/2019,13,601011,3445752324,78244,2.58815E+11,262,46702721
4570,15/12/2016,10,532598,1003834123,58708,7.35498E+11,1742,76860307
4571,12/11/2019,7,221953,1063275589,70857,8.26721E+11,5245,87887477
4572,14/06/2020,3,933329,39177125,93456,45680420752,2345,70244150
4573,12/11/2018,6,308160,4760073147,95530,1.71569E+11,3461,54304881
4574,08/02/2018,10,393607,2905572989,23650,5.31842E+11,5276,17466852
4575,02/02/2020,1,628554,1828161816,14336,8.27615E+11,4112,46986037
4576,21/07/2015,1,175340,1155172260,49415,26321582324,5995,66063088
4577,27/02/2016,8,125099,557912109,56674,5.1896E+11,5583,81696311
4578,08/06/2016,7,156167,3196908303,93824,7.98421E+11,2384,26199588
4579,24/05/2018,6,287960,3230217096,29756,3.01422E+11,1908,55620671
4580,07/12/2018,3,629472,557211201,29983,7.45494E+11,5076,62350742
4581,18/08/2015,12,836251,2759281655,10389,2.97672E+11,5506,65863558
4582,13/08/2015,6,283970,2386918136,45414,8.85296E+11,4947,51514223
4583,17/08/2015,8,401965,712623027,55874,1.21376E+11,2652,34440078
4584,19/09/2017,2,977121,1266361884,65955,1.16034E+11,1989,69946153
4585,13/07/2016,14,527349,4985063460,51591,8.45446E+11,1957,7637449
4586,09/09/2019,13,285031,2032229103,37694,1.421E+11,2528,81511020
4587,19/10/2020,3,146773,4537335684,70004,6.93059E+11,4206,39219524
4588,21/05/2017,12,694158,3512349782,11562,6.37123E+11,4291,86950262
4589,04/11/2018,2,272328,2747220946,81708,2.79318E+11,4342,80714661
4590,10/08/2018,9,533163,4032084172,73990,9.80106E+11,601,21165636
4591,30/09/2015,14,444245,2455203635,46836,9.4281E+11,1549,42256196
4592,18/06/2016,5,360880,3285727241,18343,2.50167E+11,3914,34427414
4593,26/10/2017,1,699310,3761713626,83626,9.34631E+11,1764,56184690
4594,28/12/2016,4,871277,3363729990,72626,4.12429E+11,5117,65512256
4595,15/06/2016,14,75008,2148262898,21064,6.16808E+11,207,1570778
4596,24/08/2020,13,708489,2380836578,44188,5.28801E+11,1843,61768612
4597,11/05/2020,9,502674,131228664,66321,86992280939,2170,44364051
4598,14/05/2020,2,22577,1508589768,83118,5.8232E+11,4045,64017980
4599,12/07/2018,8,44430,2166598751,85922,3.85151E+11,4483,97697630
4600,10/10/2018,11,434983,589114024,42976,6.47482E+11,4335,27909337
4601,16/02/2015,3,132691,4812495482,88633,8.42345E+11,4235,29506087
4602,01/07/2017,6,44381,4532218466,98370,7.01267E+11,3969,37470435
4603,09/11/2016,13,381153,4961379976,49729,5.47566E+11,2219,81586815
4604,11/06/2017,5,624228,3112301301,74453,89402341315,3837,80450879
4605,16/06/2018,6,193304,4047523732,38011,9.41959E+11,3880,37228858
4606,02/07/2019,5,745420,3245134275,10931,1.31243E+11,4230,64679487
4607,26/08/2018,9,603526,4933707522,82073,36768931720,3130,69114037
4608,11/08/2019,9,60925,4005824444,45212,7.53989E+11,1881,23789758
4609,04/08/2019,14,774802,3687170573,72408,9.67512E+11,456,47488146
4610,05/01/2015,5,52614,1680439883,21420,7.85251E+11,2667,80998038
4611,06/09/2019,6,504762,3224618233,24961,7.8714E+11,4226,223916
4612,21/02/2020,5,969137,1564168493,96390,9.18217E+11,4375,79354477
4613,23/11/2019,1,272432,2337256785,34557,2.48987E+11,5272,72002290
4614,04/09/2019,1,93499,3608430223,83352,3.90861E+11,5626,22108041
4615,07/02/2019,4,430919,1254052920,68873,5.47566E+11,2219,81586815
4616,12/06/2017,13,616068,4734725611,45647,8.03888E+11,5885,25627103
4617,16/05/2017,1,219074,829112228,30534,8.12588E+11,393,27944306
4618,21/04/2017,13,273585,3344294268,24584,9.35552E+11,459,29279074
4619,06/12/2016,14,208556,3606022724,27496,3.15489E+11,831,15612589
4620,10/12/2018,4,656324,3557057038,98774,1.41977E+11,3141,66867027
4621,09/07/2019,12,646821,278539576,41044,1.80918E+11,37,33020537
4622,20/03/2020,5,575797,4430032486,94349,7.48351E+11,3035,7011026
4623,10/07/2019,5,201426,1192928495,56661,7.12517E+11,647,88569996
4624,27/05/2015,10,583178,1705731995,99266,8.66574E+11,5809,72392118
